,DSSTox_CID,FW,Formula,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles,smiles_parent,NumAtoms
86,1244,822.9402,C43H58N4O12,,,,,,,,,,0.0,,,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,59
87,26180,421.4791,C21H22F3N3OS,,,,,,,,,,0.0,,,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,29
88,110,458.5703,C28H31FN4O,,,,,,,,,,0.0,,,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,34
89,26738,411.8615,C20H14ClN3O3S,,,,,,,,1.0,,,,,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,28
90,28941,606.0870 (373.9427+116.0722+116.0722),C28H32ClN3O8S,,,,,,,,,,0.0,,,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,25
91,20619,348.4779,C24H28O2,,,,,,,,,,1.0,,,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,26
92,31542,442.4666,C25H22N4O4,,,,,,,,,,1.0,,,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N/Nc1cccc(-c2cccc(C(=O)O)c2)c1O,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N/Nc1cccc(-c2cccc(C(=O)O)c2)c1O,33
93,12278,824.9576,C46H56N4O10,,,,,,,,,,0.0,,,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,60
94,3794,332.4770,C21H32O3,,,,,,,,1.0,,,,,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,24
95,2801,214.0481,C9H5Cl2NO,,,,,,,,,,1.0,,,Oc1c(Cl)cc(Cl)c2cccnc12,Oc1c(Cl)cc(Cl)c2cccnc12,13
96,31604,590.6634,C33H38N2O8,,,,,,,,,,0.0,,,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H]1OC,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H]1OC,43
97,2614,267.3224,C17H17NO2,,,,,,,,1.0,,,,,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,20
98,26755,627.6357,C32H37NO12,,,,,,,,,,0.0,,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,45
99,3441,403.9686,C21H26ClN3OS,,,,,,,,,,0.0,,,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,27
100,26284,190.1555,C9H6N2O3,,,,,,,,,,1.0,,,O=[N+]([O-])c1ccc(O)c2ncccc12,O=[N+]([O-])c1ccc(O)c2ncccc12,14
101,5226,444.6963 (63.0128+381.6835),C18H16Cl3N3O4,,,,,,,,,,1.0,,,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,24
102,1478,284.4357,C20H28O,,,,,,,,1.0,,,,,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,21
103,25942,407.5680,C21H46NO4P,,,,,,,,,,0.0,,,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,27
104,31607,423.7202,C20H17Cl3N2O2,,,,,,,,,,1.0,,,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,27
105,26922,369.4971,C23H31NO3,,,,,,,,0.0,,,,,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,27
106,20979,488.0055,C22H26ClN7O2S,,,,,,,,,,0.0,,,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,33
107,25958,410.5491,C25H34N2O3,,,,,,,,,,0.0,,,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,30
108,3660,327.4836,C20H25NOS,,,,,,,,0.0,,,,,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,23
109,25405,480.8955 (444.4346+36.4609),C22H25ClN2O8,,,,,,,,,,0.0,,,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,32
110,1321,480.8955 (36.4609+444.4346),C22H25ClN2O8,,,,,,,,,,0.0,,,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,32
111,31681,229.6504 (193.1894+36.4609),C7H7ClF3NS,,,,,,,,,,1.0,,,Cl.Nc1cc(C(F)(F)F)ccc1S,Nc1cc(C(F)(F)F)ccc1S,12
112,25324,433.9284 (397.4675+36.4609),C22H28ClN3O4,,,,,,,,,,0.0,,,Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,29
113,25922,460.9505 (424.4895+36.4609),C24H29ClN2O5,,,,,,,,,,1.0,,,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,31
114,690,406.9035,C13H6Cl6O2,,,,,,,,,,1.0,,,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,21
115,26227,626.0105,C19H11Cl2I2NO3,,,,,,,,,,1.0,,,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,27
116,12498,289.5418,C12H7Cl3O2,,,,,,,,,,1.0,,,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,17
117,6214,315.5824,C13H9Cl3N2O,,,,,,,,,,0.0,,,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,19
118,26458,440.4031,C23H31Cl2NO3,,,,,,,,,,0.0,,,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,29
119,2855,326.8233,C18H19ClN4,,,,,,,,,,0.0,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,23
120,25663,269.3813,C18H23NO,,,,,,,,,,0.0,,,CNCCCCOc1ccccc1Cc1ccccc1,CNCCCCOc1ccccc1Cc1ccccc1,20
121,2980,480.6389,C29H40N2O4,,,,,,,,,,0.0,,,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,35
122,898,334.3272,C15H18N4O5,,,,,,,,,,0.0,,,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,24
123,822,454.4393,C20H22N8O5,,,,,,,,,,0.0,,,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,33
124,27802,1079.1059 (778.9323+150.0868+150.0868),C53H66N4O20,,,,,,,,,,0.0,,,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,57
125,21070,320.3371,C17H20O6,,,,,,,,,,0.0,,,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,23
126,674,352.7663,C17H17ClO6,,,,,,,,,,0.0,,,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,24
127,4882,281.3474,C15H23NO4,,,,,,,,,,0.0,,,C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,20
128,3753,412.9356,C21H21ClN4OS,,,,,,,,0.0,,,,,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,28
129,25181,426.5533,C27H30N4O,,,,,,,,,,0.0,,,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,32
130,25176,392.4907,C24H28N2O3,,,,,,,,,,0.0,,,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,29
131,26235,316.9767,C10H7Br2NO,,,,,,,,,,1.0,,,Cc1ccc2c(Br)cc(Br)c(O)c2n1,Cc1ccc2c(Br)cc(Br)c(O)c2n1,14
132,26225,372.0512,C12H6Cl4O3S,,,,,,,,,,1.0,,,O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,[O-][S+](c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,20
133,2384,387.5140,C26H29NO2,0.0,,,1.0,,,,,,,,,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,29
134,24303,1155.3417 (557.6324+557.6324+40.0769),C66H68CaF2N4O10,,,,,,,,,,0.0,,,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,41
135,26244,301.1348,C15H9BrO2,,,,,,,,,,0.0,,,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,18
136,5527,386.5244,C24H34O4,,,,,,,,,,0.0,,,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,28
137,16541,316.4776,C21H32O2,,,,,,,,,,0.0,,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,23
138,7522,323.4320,C20H25N3O,,,,,,,,,,0.0,,,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,24
139,3581,418.5662,C25H38O5,,,,,,,,1.0,,,,,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,30
140,28553,720.9442,C37H48N6O5S2,,,,,,,,,,0.0,,,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,50
141,28576,316.3748,C16H16N2O3S,,,,,,,,,,0.0,,,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,22
142,2663,366.5396,C24H34N2O,,,,,,,,,,0.0,,,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,27
143,3036,354.4825,C23H30O3,,,,,,,,,,1.0,,,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,26
144,5299,361.4767,C24H27NO2,,,,,,,,,,0.0,,,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,27
145,28972,404.3328,C21H23Cl2N3O,,,,,,,,,,0.0,,,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,27
146,31411,273.8004 (237.3395+36.4609),C17H20ClN,,,,,,,,,,0.0,,,CCC(CN)=C(c1ccccc1)c1ccccc1.Cl,CCC(CN)=C(c1ccccc1)c1ccccc1,18
147,25413,366.3246 (329.8637+36.4609),C20H25Cl2NO,,,,,,,,,,0.0,,,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,23
148,28887,438.3011 (401.8402+36.4609),C21H21Cl2NO5,,,,,,,,,,0.0,,,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,28
149,28558,349.8518 (313.3908+36.4609),C19H24ClNO3,,,,,,,,1.0,,,,,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1.Cl,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1,23
150,25854,387.8237 (36.4609+351.3628),C19H21ClF3NO2,,,,,,,,0.0,,,,,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1.Cl,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,25
151,13314,505.4466,C22H30Cl2N10,,,,,,,,,,0.0,,,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,34
152,31416,305.4134,C21H23NO,,,,,,,,,,0.0,,,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,23
153,26385,331.4525,C19H29N3O2,,,,,,,,,,0.0,,,Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12,Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12,24
154,26137,350.4540,C22H26N2O2,,,,,,,,,,0.0,,,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12,26
155,25645,414.4053,C22H22O8,,,,,,,,,,0.0,,,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,30
156,1237,608.6787,C33H40N2O9,,,,,,,,,,0.0,,,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,44
157,31408,643.6351,C32H37NO13,,,,,,,,,,0.0,,,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1,46
158,20502,589.7084 (493.6027+96.1057),C30H35N7O4S,,,,,,,,,,0.0,,,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,37
159,25598,547.5808 (451.4751+96.1057),C24H29N5O8S,,,,,,,,,,0.0,,,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,33
160,14609,437.1478,C12H4Cl2F6N4OS,,,,,,,,,,0.0,,,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F,26
161,31637,401.4976,C21H24FN3O2S,,,,,,,,,,0.0,,,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,28
162,26134,518.0843,C17H12I2O3,,,,,,,,,,1.0,,,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,22
163,3159,570.9319,C11H12I3NO2,,,,,,,,,,0.0,,,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,17
164,2777,381.3722,C17H14F3N3O2S,,,,,,,,,,0.0,,,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,26
165,31391,428.5246,C23H32N4O4,,,,,,,,,,0.0,,,CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O,CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O,31
166,26285,337.4122,C21H23NO3,,,,,,,,1.0,,,,,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2,25
167,31417,398.5401,C20H38N4O4,,,,,,,,0.0,,,,,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,28
168,26272,241.2453,C13H11N3O2,,,,,,,,0.0,,,,,O=C(N/N=C/c1ccccc1O)c1ccncc1,O=C(N/N=C/c1ccccc1O)c1ccncc1,18
169,21133,264.3202,C14H20N2O3,,,,,,,,,,0.0,,,O=C(CCCCCCC(=O)Nc1ccccc1)NO,O=C(CCCCCCC(=O)Nc1ccccc1)NO,19
170,26114,227.2618,C13H13N3O,,,,,,,,,,0.0,,,Nc1ccc(C(=O)Nc2ccccc2N)cc1,Nc1ccc(C(=O)Nc2ccccc2N)cc1,17
171,25560,746.9782 (298.4457+298.4457+150.0868),C40H50N4O6S2,,,,,,,,,,0.0,,,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)[C@@H](O)[C@@H](O)C(=O)O,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,21
172,28522,373.3615,C21H15N3O4,,,,,,,,,,0.0,,,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,28
173,3434,393.3465,C14H23N3O10,,,,,,,,,,0.0,,,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,27
174,2563,265.3314,C12H15N3O2S,,,,,,,,,,1.0,,,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,18
175,22584,403.5167,C25H29N3O2,,,,,,,,,,0.0,,,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,30
176,25119,294.3908,C19H22N2O,,,,,,,,,,0.0,,,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,22
177,26465,366.4932,C24H30O3,,,,,,,,,,0.0,,,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,27
